ConfigurationID,Priority,Objectives
0,"[['t_000', 't_001', 't_007', 't_002', 't_003', 't_009', 'transport_robot_001_m_018', 't_004', 'transport_robot_002_m_171', 't_005', 't_006', 't_008'], ['t_007', 't_003', 't_004', 't_005', 't_000', 't_008', 't_002', 't_001', 't_009', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_006'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_002', 'transport_robot_002_m_171', 't_001', 't_006', 't_005', 't_003', 't_004', 't_009', 't_008'], ['t_001', 'transport_robot_002_m_171', 't_007', 't_005', 'transport_robot_001_m_018', 't_008', 't_000', 't_002', 't_003', 't_004', 't_009', 't_006'], ['t_004', 't_009', 't_002', 't_006', 't_005', 't_007', 't_001', 't_008', 'transport_robot_001_m_018', 't_003', 'transport_robot_002_m_171', 't_000']]","[70.39409836065573, 10.204081632653061, 20.0]"
0,"[['t_004', 't_007', 't_001', 't_009', 't_002', 't_003', 't_005', 't_006', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_000', 't_008'], ['t_007', 't_001', 't_005', 't_004', 't_002', 't_009', 'transport_robot_001_m_018', 't_003', 'transport_robot_002_m_171', 't_008', 't_006', 't_000'], ['t_000', 't_006', 't_005', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_002', 't_008', 't_004', 't_003', 't_007', 't_009'], ['transport_robot_002_m_171', 't_007', 't_006', 't_001', 't_009', 't_005', 't_008', 't_004', 't_000', 'transport_robot_001_m_018', 't_002', 't_003'], ['t_008', 't_009', 't_002', 't_005', 'transport_robot_001_m_018', 't_003', 't_006', 't_007', 'transport_robot_002_m_171', 't_004', 't_001', 't_000']]","[67.54688524590163, 8.783693472933837, 25.0]"
0,"[['t_007', 't_000', 't_001', 't_003', 'transport_robot_001_m_018', 't_009', 'transport_robot_002_m_171', 't_004', 't_006', 't_005', 't_002', 't_008'], ['t_007', 't_009', 't_000', 't_006', 'transport_robot_002_m_171', 't_008', 't_002', 't_003', 'transport_robot_001_m_018', 't_001', 't_004', 't_005'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 't_005', 'transport_robot_002_m_171', 't_001', 't_003', 't_008', 't_004', 't_009', 't_002'], ['t_008', 't_005', 't_009', 't_001', 't_007', 't_004', 't_000', 't_003', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_006', 't_002'], ['t_008', 't_009', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_004', 't_002', 't_006', 't_001', 't_005', 't_003', 't_007', 't_000']]","[70.71453551912569, 8.163265306122447, 25.0]"
0,"[['t_007', 't_003', 't_000', 't_009', 'transport_robot_002_m_171', 't_001', 't_002', 't_008', 'transport_robot_001_m_018', 't_006', 't_004', 't_005'], ['t_007', 't_006', 't_001', 't_005', 'transport_robot_002_m_171', 't_008', 't_002', 't_003', 'transport_robot_001_m_018', 't_009', 't_000', 't_004'], ['t_000', 'transport_robot_002_m_171', 't_007', 't_005', 't_006', 'transport_robot_001_m_018', 't_001', 't_003', 't_008', 't_004', 't_002', 't_009'], ['transport_robot_002_m_171', 't_007', 't_004', 't_008', 't_000', 't_009', 't_005', 'transport_robot_001_m_018', 't_006', 't_002', 't_001', 't_003'], ['t_008', 't_009', 't_005', 'transport_robot_002_m_171', 't_004', 't_000', 't_003', 't_002', 'transport_robot_001_m_018', 't_001', 't_006', 't_007']]","[67.54688524590163, 8.783693472933837, 25.0]"
0,"[['t_007', 't_003', 't_000', 't_009', 'transport_robot_002_m_171', 't_004', 't_001', 't_006', 'transport_robot_001_m_018', 't_005', 't_002', 't_008'], ['t_007', 't_005', 't_000', 't_006', 'transport_robot_002_m_171', 't_008', 't_002', 't_003', 't_009', 't_004', 'transport_robot_001_m_018', 't_001'], ['transport_robot_001_m_018', 't_006', 't_002', 't_000', 't_007', 'transport_robot_002_m_171', 't_001', 't_003', 't_005', 't_008', 't_004', 't_009'], ['t_000', 'transport_robot_002_m_171', 't_007', 't_005', 't_009', 'transport_robot_001_m_018', 't_004', 't_003', 't_002', 't_008', 't_006', 't_001'], ['t_008', 't_009', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_004', 't_000', 't_003', 't_006', 't_002', 't_005', 't_007', 't_001']]","[60.68262295081967, 9.027777777777779, 25.0]"
0,"[['t_003', 't_006', 't_007', 't_001', 't_009', 't_002', 't_005', 'transport_robot_001_m_018', 't_004', 't_008', 'transport_robot_002_m_171', 't_000'], ['t_002', 't_007', 't_003', 't_006', 't_000', 't_005', 't_004', 't_008', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_001', 't_009'], ['t_000', 't_009', 't_007', 't_002', 't_005', 't_006', 'transport_robot_002_m_171', 't_003', 't_008', 't_004', 'transport_robot_001_m_018', 't_001'], ['transport_robot_002_m_171', 't_007', 'transport_robot_001_m_018', 't_001', 't_008', 't_002', 't_005', 't_009', 't_006', 't_003', 't_004', 't_000'], ['t_008', 't_009', 't_002', 't_005', 't_003', 'transport_robot_002_m_171', 't_004', 'transport_robot_001_m_018', 't_006', 't_007', 't_001', 't_000']]","[67.54688524590163, 8.783693472933837, 25.0]"
0,"[['t_003', 't_006', 't_007', 't_002', 't_004', 't_001', 'transport_robot_002_m_171', 't_005', 't_000', 't_009', 't_008', 'transport_robot_001_m_018'], ['t_007', 't_002', 't_000', 't_004', 't_008', 't_006', 't_005', 't_003', 'transport_robot_001_m_018', 't_009', 't_001', 'transport_robot_002_m_171'], ['t_000', 'transport_robot_001_m_018', 't_005', 't_006', 't_007', 'transport_robot_002_m_171', 't_001', 't_003', 't_008', 't_004', 't_009', 't_002'], ['transport_robot_002_m_171', 't_007', 't_000', 'transport_robot_001_m_018', 't_008', 't_006', 't_002', 't_004', 't_005', 't_009', 't_001', 't_003'], ['t_008', 't_009', 't_002', 't_005', 't_007', 't_003', 't_004', 'transport_robot_002_m_171', 't_006', 't_001', 'transport_robot_001_m_018', 't_000']]","[67.54688524590163, 8.783693472933837, 25.0]"
0,"[['t_004', 't_001', 'transport_robot_002_m_171', 't_008', 't_003', 't_007', 'transport_robot_001_m_018', 't_009', 't_006', 't_000', 't_002', 't_005'], ['t_007', 't_006', 'transport_robot_001_m_018', 't_008', 't_001', 'transport_robot_002_m_171', 't_002', 't_005', 't_003', 't_009', 't_000', 't_004'], ['t_000', 't_005', 't_007', 't_001', 'transport_robot_002_m_171', 't_006', 't_002', 't_003', 't_008', 'transport_robot_001_m_018', 't_004', 't_009'], ['t_001', 'transport_robot_002_m_171', 't_005', 't_004', 't_003', 't_006', 'transport_robot_001_m_018', 't_008', 't_000', 't_002', 't_007', 't_009'], ['t_008', 't_009', 't_002', 'transport_robot_001_m_018', 't_005', 'transport_robot_002_m_171', 't_003', 't_006', 't_004', 't_007', 't_001', 't_000']]","[50.55224043715847, 10.0, 25.0]"
0,"[['t_007', 't_004', 't_009', 'transport_robot_002_m_171', 't_001', 't_000', 't_005', 't_006', 't_003', 'transport_robot_001_m_018', 't_002', 't_008'], ['t_007', 't_005', 'transport_robot_002_m_171', 't_008', 't_006', 't_000', 't_002', 't_003', 'transport_robot_001_m_018', 't_001', 't_004', 't_009'], ['t_002', 'transport_robot_001_m_018', 't_001', 't_009', 't_006', 't_005', 'transport_robot_002_m_171', 't_003', 't_008', 't_004', 't_007', 't_000'], ['t_007', 't_004', 't_000', 'transport_robot_002_m_171', 't_005', 't_009', 'transport_robot_001_m_018', 't_008', 't_006', 't_001', 't_002', 't_003'], ['t_001', 'transport_robot_002_m_171', 't_002', 't_005', 'transport_robot_001_m_018', 't_003', 't_006', 't_009', 't_004', 't_000', 't_007', 't_008']]","[66.72, 9.871441689623508, 19.0]"
0,"[['t_002', 't_004', 't_001', 't_003', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_008', 't_005', 't_007', 't_006', 't_000', 't_009'], ['t_002', 't_007', 't_004', 't_008', 't_006', 't_000', 't_009', 'transport_robot_001_m_018', 't_003', 't_005', 't_001', 'transport_robot_002_m_171'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 'transport_robot_002_m_171', 't_003', 't_004', 't_005', 't_001', 't_008', 't_009', 't_002'], ['transport_robot_001_m_018', 'transport_robot_002_m_171', 't_006', 't_001', 't_007', 't_008', 't_000', 't_003', 't_002', 't_009', 't_004', 't_005'], ['t_008', 't_009', 'transport_robot_001_m_018', 't_002', 'transport_robot_002_m_171', 't_006', 't_001', 't_005', 't_004', 't_003', 't_007', 't_000']]","[50.53562841530054, 8.0, 30.0]"
0,"[['t_007', 't_003', 't_001', 't_009', 't_002', 'transport_robot_002_m_171', 't_006', 't_000', 'transport_robot_001_m_018', 't_005', 't_004', 't_008'], ['t_006', 't_002', 't_009', 't_007', 't_000', 't_005', 't_004', 't_008', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_003'], ['t_000', 't_002', 't_005', 't_006', 't_007', 't_001', 'transport_robot_002_m_171', 't_003', 'transport_robot_001_m_018', 't_008', 't_004', 't_009'], ['t_001', 'transport_robot_002_m_171', 't_007', 't_000', 't_009', 'transport_robot_001_m_018', 't_008', 't_006', 't_002', 't_003', 't_004', 't_005'], ['t_008', 't_009', 't_002', 't_001', 'transport_robot_002_m_171', 't_004', 'transport_robot_001_m_018', 't_006', 't_005', 't_007', 't_003', 't_000']]","[57.54688524590164, 9.63373345644814, 25.0]"
0,"[['t_007', 't_009', 't_001', 't_008', 'transport_robot_002_m_171', 't_004', 't_000', 't_003', 't_006', 'transport_robot_001_m_018', 't_005', 't_002'], ['t_007', 't_008', 't_005', 't_006', 't_000', 't_004', 't_002', 't_003', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_009'], ['t_007', 'transport_robot_001_m_018', 't_000', 't_006', 't_005', 'transport_robot_002_m_171', 't_001', 't_003', 't_008', 't_004', 't_009', 't_002'], ['t_001', 'transport_robot_002_m_171', 't_003', 't_007', 't_005', 't_009', 'transport_robot_001_m_018', 't_008', 't_006', 't_002', 't_004', 't_000'], ['t_008', 't_009', 'transport_robot_001_m_018', 't_003', 'transport_robot_002_m_171', 't_004', 't_006', 't_007', 't_002', 't_005', 't_001', 't_000']]","[60.41836065573771, 9.027777777777779, 25.0]"
0,"[['t_003', 't_008', 't_007', 't_001', 't_004', 'transport_robot_002_m_171', 't_006', 't_000', 'transport_robot_001_m_018', 't_005', 't_002', 't_009'], ['t_005', 't_006', 't_000', 't_004', 't_002', 't_009', 't_007', 't_008', 't_003', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171'], ['t_000', 't_006', 't_005', 't_008', 't_007', 't_001', 'transport_robot_002_m_171', 't_003', 'transport_robot_001_m_018', 't_004', 't_009', 't_002'], ['t_001', 'transport_robot_002_m_171', 't_003', 't_007', 't_005', 't_009', 'transport_robot_001_m_018', 't_008', 't_006', 't_000', 't_004', 't_002'], ['t_008', 't_009', 'transport_robot_001_m_018', 't_003', 'transport_robot_002_m_171', 't_004', 't_006', 't_007', 't_002', 't_005', 't_001', 't_000']]","[44.62502732240437, 9.814049586776859, 25.0]"
0,"[['t_008', 't_007', 't_001', 't_006', 't_004', 'transport_robot_002_m_171', 't_003', 'transport_robot_001_m_018', 't_005', 't_009', 't_002', 't_000'], ['t_007', 't_009', 't_002', 'transport_robot_001_m_018', 't_006', 't_000', 't_003', 't_001', 'transport_robot_002_m_171', 't_008', 't_004', 't_005'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_006', 't_005', 't_003', 't_001', 't_004', 'transport_robot_002_m_171', 't_008', 't_009', 't_002'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_009', 't_008', 't_000', 't_002', 't_006', 't_001', 't_003', 't_004', 't_005'], ['t_008', 't_009', 't_005', 't_001', 'transport_robot_001_m_018', 't_000', 't_003', 't_006', 't_007', 'transport_robot_002_m_171', 't_004', 't_002']]","[63.58207650273224, 7.457797933988408, 32.0]"
0,"[['t_007', 't_003', 't_009', 'transport_robot_002_m_171', 't_004', 't_001', 't_006', 't_005', 't_002', 'transport_robot_001_m_018', 't_000', 't_008'], ['t_007', 't_004', 't_006', 't_000', 't_005', 't_008', 't_002', 't_003', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_009'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 'transport_robot_002_m_171', 't_003', 't_005', 't_001', 't_008', 't_004', 't_009', 't_002'], ['t_007', 'transport_robot_001_m_018', 't_006', 't_001', 't_004', 't_000', 't_005', 't_009', 'transport_robot_002_m_171', 't_008', 't_002', 't_003'], ['t_008', 't_009', 'transport_robot_001_m_018', 't_005', 't_004', 'transport_robot_002_m_171', 't_006', 't_003', 't_001', 't_002', 't_007', 't_000']]","[74.72, 8.838568298027758, 19.0]"
0,"[['t_007', 't_003', 't_000', 't_009', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_005', 't_006', 't_004', 't_001', 't_002', 't_008'], ['t_005', 't_007', 't_000', 't_004', 't_002', 't_009', 't_003', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_008', 't_006'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 't_005', 'transport_robot_002_m_171', 't_001', 't_003', 't_008', 't_004', 't_002', 't_009'], ['transport_robot_001_m_018', 't_007', 't_006', 't_001', 't_009', 'transport_robot_002_m_171', 't_008', 't_000', 't_002', 't_003', 't_004', 't_005'], ['t_008', 't_009', 't_002', 't_005', 't_006', 't_001', 'transport_robot_001_m_018', 't_003', 't_007', 'transport_robot_002_m_171', 't_004', 't_000']]","[69.39355191256831, 8.086536441923965, 25.0]"
0,"[['t_007', 't_003', 't_008', 'transport_robot_001_m_018', 't_006', 't_000', 't_004', 't_005', 'transport_robot_002_m_171', 't_009', 't_002', 't_001'], ['t_007', 't_002', 't_003', 't_000', 't_008', 't_005', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_009', 't_001', 't_006', 't_004'], ['t_000', 't_002', 't_007', 't_003', 'transport_robot_001_m_018', 't_005', 't_008', 't_004', 't_009', 'transport_robot_002_m_171', 't_001', 't_006'], ['t_001', 'transport_robot_002_m_171', 't_006', 't_008', 't_005', 't_004', 'transport_robot_001_m_018', 't_000', 't_007', 't_002', 't_003', 't_009'], ['t_008', 't_009', 't_005', 't_002', 't_000', 't_004', 't_003', 'transport_robot_002_m_171', 't_007', 'transport_robot_001_m_018', 't_006', 't_001']]","[57.54688524590164, 9.63373345644814, 25.0]"
0,"[['t_007', 't_004', 't_009', 't_001', 't_003', 'transport_robot_002_m_171', 't_006', 't_000', 'transport_robot_001_m_018', 't_005', 't_002', 't_008'], ['t_007', 't_005', 'transport_robot_002_m_171', 't_006', 't_000', 't_003', 't_002', 't_008', 't_001', 'transport_robot_001_m_018', 't_004', 't_009'], ['transport_robot_001_m_018', 't_005', 't_006', 't_001', 't_002', 't_009', 'transport_robot_002_m_171', 't_003', 't_008', 't_004', 't_007', 't_000'], ['t_007', 't_004', 't_000', 'transport_robot_002_m_171', 't_002', 't_001', 't_008', 't_006', 't_009', 'transport_robot_001_m_018', 't_005', 't_003'], ['t_001', 't_003', 't_002', 'transport_robot_002_m_171', 't_005', 't_004', 'transport_robot_001_m_018', 't_009', 't_007', 't_006', 't_000', 't_008']]","[66.72, 9.871441689623508, 19.0]"
0,"[['t_002', 't_004', 'transport_robot_002_m_171', 't_008', 't_005', 't_007', 't_001', 't_006', 't_003', 't_000', 't_009', 'transport_robot_001_m_018'], ['t_002', 't_007', 't_000', 't_004', 't_008', 't_006', 'transport_robot_001_m_018', 't_003', 't_005', 't_001', 'transport_robot_002_m_171', 't_009'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 'transport_robot_002_m_171', 't_005', 't_001', 't_003', 't_004', 't_008', 't_009', 't_002'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_000', 't_006', 't_009', 't_008', 't_001', 't_002', 't_003', 't_004', 't_005'], ['t_008', 't_009', 't_003', 't_004', 't_005', 't_001', 'transport_robot_001_m_018', 't_002', 't_006', 't_007', 'transport_robot_002_m_171', 't_000']]","[63.58207650273224, 7.457797933988408, 32.0]"
0,"[['t_002', 't_004', 'transport_robot_002_m_171', 't_008', 't_005', 't_007', 't_001', 't_006', 't_003', 'transport_robot_001_m_018', 't_000', 't_009'], ['t_002', 't_007', 't_004', 't_008', 't_006', 't_000', 'transport_robot_001_m_018', 't_003', 't_005', 't_001', 'transport_robot_002_m_171', 't_009'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 'transport_robot_002_m_171', 't_003', 't_005', 't_001', 't_004', 't_008', 't_009', 't_002'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_006', 't_001', 't_007', 't_008', 't_000', 't_003', 't_002', 't_009', 't_004', 't_005'], ['t_008', 't_009', 't_003', 't_004', 'transport_robot_002_m_171', 't_006', 't_005', 't_001', 'transport_robot_001_m_018', 't_002', 't_007', 't_000']]","[71.4183606557377, 8.331680222178138, 24.0]"
